economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
LSO,,,,2.36517857142857,3.67196765498652,5.21301020408163,6.72765432098765,11.8008504606662,10.3465481886535,11.3240662139219,10.1737270875764,10.1698354661792,10.9512861736334,11.2043995243757,12.5158048780488,13.2415913200723,19.1866822429907,15.1281380130874,21.3050043140638,25.0943512075317,24.185242487355,22.3715223097113,15.392692251524,12.3152803120177,13.526922310836,12.8518522477788,14.0077905390558,14.5622289188361,17.5666135355495,18.7012698545615,21.3536112388478,27.8474610206718,29.6276778517509,30.7069348513547,31.1396435655096,30.8866921208456,32.4791198533961,29.6450567159792,30.3069078049184,32.2463145038707,35.1643078480714,37.992056881911,38.7001356295907,36.4702881221952,34.6653077489584,33.7701071067011,35.4813196531581,39.1283385919942,40.565727631003,33.3014531523054,31.4636656534879,33.1994946050199,30.8179393638956,29.023241637739,32.1608733782445,33.7376028920053,30.5866475742865,28.5730617255808,31.1726050520672,30.5156277961076,35.1435090590491,34.2311018195858
