economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
CMR,,,,,,32.731829088963,31.8507941615601,31.1333004600654,31.5057856984543,30.7235108052694,31.3639201762862,31.0041286172242,31.964969469334,30.7928262997919,29.5397657619248,29.1197132886849,27.6101070929386,33.6450824839208,31.3533545104281,30.8236028700586,28.6767848254781,27.1765766954851,27.0057545005353,23.1932790387557,21.9718307191695,20.5905290277908,21.6296279504288,23.9864353388071,23.9424312034613,25.5067599947869,23.9948703358418,24.2590264744828,26.5796651782489,18.2367271931746,19.60975420306,19.1448537215648,18.32231925338,18.9678877806491,19.001000498789,18.9787903350983,18.1177424642566,18.6209582669445,18.2716803952334,17.473784234889,17.5609527218813,16.734176852467,15.6250817952399,15.8575319053838,16.0011918857254,16.3871903452744,17.2697108763411,16.6973907365507,16.6572401680054,16.7236611923511,16.8258381776349,17.2094159040689,17.1926623891151,16.6929418227731,16.4988006978593,16.8022835644401,17.4968650540914,16.9105625088748
